title,description,id_mode,price,id_category,address_description,google_maps,latitude,longitude,dimension,services,amenities,county,district,currency,zone,Province,Pisos,Terraza,Habitaciones,Huéspedes,Camas,Baños,Piso,Tamaño,tipoComercial,Casas,Húespedes,Jardín,Niveles,Balcón o Terraza,Cantidad de parrillas,Azotea,Área social,Disponible desde,Cantidad de piscinas,tipoFinca,tipoTerreno,Dimensión,Tipo de terreno,Zonificación,Balcón
OPORTUNIDAD VENTA DE APARTAMENT ,"FIRE SALE! Remate en Nunciatura 💥
4 habitaciones | 2 baños | 145m2 habitables | 1 estacionamiento bajo techo de 15m2 | Piso superior del condominio |  $180,000 

Esta es su oportunidad de ser propietario y vecino de Oscar Arias.
RFJ",1,180000.0,5,"Acera Sabana Norte, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9381184,-84.1037392",9.9381184,-84.1037392,0m²,estacionamiento,,,,CRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENTA APARTAMENTOS  ICONNIA,"CONDOMINIO ICONNIA 📍
 ÚLTIMAS UNIDADES A LA VENTA

APARTAMENTOS DE 1 Y 2 HABITACIONES
UN ÍCONO EN TU ESTILO DE VIDA
 EN SABANA NORTE
Precios desde $175.000

El lugar perfecto para vivir de la ciudad sin estar en medio del caos y del ruido.

🔑Tenemoa para entrega inmediata con las comodidades que necesitás, piscina, gimnasio, espacios para recreación. Iconnia tiene todo lo que siempre has soñado para vivir, es el momento ideal para que comencés tu historia mientras cumplís un sueño.

APARTAMENTO TIPO A

Apartamento con área privada desde 48,87 mts2 a 57,6 mts2.

(1) Parqueo. 
(2) (1) Bodega.

Habitación con salida a balcón, baño privado y vestier.

Cocina abierta. Salón comedor en línea.

Medio baño para visitas.

Zona de lavandería o pila independiente.

",1,90206186.0,7,"Sabana Norte , Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9417752,-84.1056212652438",9.9417752,-84.1056212652438,0m²,"wifi, piscina, gimnasio, estacionamiento, limpieza",,,,CRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTOTEL SABANA ,"¡Encontrá tu nuevo hogar en La Sabana Oasis! ✨🏠

Apartamentos totalmente equipados:
✅ Studio: $650
Área habitable: 25 m²
✅ Apartamento de 1 habitación: $800 
Área habitable: 38 m²
✅ Apartamento de 2 habitaciones: $1000
Área habitable: 51 m²

Si desea 1 estacionamiento 
Se paga  adicional $100 

Apartamentos pet-friendly con piscina, sauna, wifi, lavandería, parqueo, aire acondicionado y sala de reuniones.

",2,386598.0,2,"Acera Sabana Norte, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9381184,-84.1037392",9.9381184,-84.1037392,0m²,"wifi, piscina, gimnasio, estacionamiento, aire acondicionado, agua, electricidad, limpieza","tv, lavadora, secadora",,,CRC,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,
Apartamento nuevo para 1 persona,"SE ALQUILA Tranquilo y Nuevo Apto en Rohrmoser (SIN amueblar) Para persona Sola 
De Preferwncia MUJER SOLA
350mil colones mensual + depósito 350mil . En un solo tracto 

Apto en Rohrmoser, La Geroma,
 1 hab + 1 oficina, 
1 baño,
 Área de Cocina y sala pequen̈a 
La cocina  incluye plantilla electrica, (no linea blanca, ni muebles).
con cochera espacio para 1 carro 

Para 1 PERSONA, barrio tranquilo y con vigilancia comunal.
No mascotas.
Incluye agua y luz

Más Informes al 7050 2236",2,350000.0,2,"Del Fraklin Chang Diaz 200 metros norte , Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9492624,-84.1235518",9.9492624,-84.1235518,0m²,"estacionamiento, agua, electricidad",,,,CRC,,,,,2.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,
APARTAMENTO ICONNIA VENTA BARATO,"♦️DISPONIBLE PARA VENTA♦️ 
Se Vende Precioso Apartamento Full amueblado 
EXCLUSIVA ZONA HERMOSA VISTA✨️✨️
📍Torre Iconnia, San José, Sabana Norte 
$171.000
Ideal para Inversionista ya cuenta con inquilino con contrato por 1 año generando $1000 mensual 

1 Habitación
1.5 baños 
Balcon 
Cocina 
Sala Comedor 
Cuarto de lavado 
1 espacio de parqueo 1 espacio de visitas 
Incluye cuota de mantenimiento 

Amenidades como:
Gimnasio
 Piscina infinity 
Sala de cine 
Área Social 
Área de Coworking 
Vista espectacular 360

$158 de amenidades mensual 
Agua fijo 8000 colones mensuales 

Puedes comunicarte al 
WA.Me/50684725308

#RocheCostaRicaCampus 
#realtorscr #bienesarices #sabana #apartamentoscr #costarica #RealEstateCR #torrescostarica #bienesraicescr #apartamentos #realestatecostarica #sabananorte",1,88144330.0,7,"Calle 58A, Iconnia, 10108, Cantón de San José, San José, Costa Rica, Mata Redonda","https://www.google.com/maps?q=9.941296377924921,-84.10581886768342",9.941703235823686,-84.10553455352785,46m²,"wifi, nevera, Calentador de agua, microondas, lavadora, secadora, agua, electricidad, tv","gimnasio, aire acondicionado, desayunador, Walk-in-closet, seguridad 24 horas, vista a las montañas, piscina, jardín o parque, estacionamiento, parking de visitas, cerca de la escuela",Cantón de San José,Mata Redonda,CRC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alquiler de Local en Sabana Norte Recién Remodelado ,"ALQUILER DE OFICINA 
Recién remodelado 
Sabana Norte 
Precio de 800 000 colones mensuales + mismo monto depósito 
La oficina es de 145m2  aprox 
Cuenta con 3 habitaciones, espacio de cocina y 
1 baño",2,800000.0,8,"Acera Sabana Norte, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9381184,-84.1037392",9.9381184,-84.1037392,145m²,wifi,estacionamiento,Cantón de San José,Mata Redonda,CRC,,,,,3.0,0.0,,,,145.0,Local oficina ,,,,,,,,,,,,,,,,
SE ALQUILA OFICINA EN ESCALANTE,"Se alquila casa grande en barrio Escalante 393.50 mts
Uso Comercial $3000 mensuales + depósito 
Ideal para oficina, hostel. 

8 habitaciones 
 4 baños 
Jardín frontal/ patio trasero 
1 sola planta
Garage para 2 carros no hay línea amarilla puede dejar carros enfrente de la propiedad
Precio alquiler 3300 dólares mensuales 
Perfecto para hostel / restaurante / oficinas

",2,1692308.0,1,"Avenida 15, 10101, Cantón de San José, San José, Costa Rica, Barrio Escalante ","https://www.google.com/maps?q=9.9352731,-84.051074",9.937987336274192,-84.0612915158272,393.50 mts,"Calentador de agua, agua","vista a las montañas, jardín o parque, estacionamiento, aire acondicionado, sala y comedor",Cantón de Montes de Oca,,CRC,,,1.0,No,8.0,15.0,,4.0,,190.0,,,,No,,,,,,,,,,,,,
APARTAMENTO DE 1 HABITACION ,"SE ALQUILA HERMOSO Y TRANQUILO APARTAMENTO  AMUEBLADO DE 1 HABITACION EN GEROMA ROHRMOSER $700 +depósito 

1 dormitorio amplio, 
sala, cocina con desayunador, 
área de lavado,
Áreas comunes con piscina, 
áreas de lavado compartidas . 
Incluye agua, internet básico, cable para tv, 

línea blanca , coffee maker, microondas, hornito. 
NO MASCOTAS
solo adultos.
 No tiene cochera,
Se puede dejar el carro al frente del apartamento . Zona residencial Geroma. 
",2,358974.0,2,"Rohrmoser , Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.947586600000001,-84.12179061019654",9.947586600000001,-84.12179061019654,90m²,"wifi, tv, nevera, microondas, estufa, Calentador de agua, lavadora, secadora, agua, electricidad","piscina, seguridad 24 horas, jardín o parque, estacionamiento, desayunador, sala y comedor",Cantón de San José,Pavas,CRC,,,,,,,,,,90.0,,1.0,2.0,,,,,,,,,,,,,,
SE ALQUILA APARTAMENTO DE DOS HABITACIONES Y DOS BAÑOS EN SABANA NORTE ,"SE ALQUILA HERMOSO APARTAMENTO EN EL PURO CORAZÓN DE LA SABANA 
2 Habitaciones con A/C $1100 mensuales
Apartamento 12
Cuarto y último piso 

Dos dormitorios con AC
Dos baños
Sala comedor cocina 
Área de lavado 
Amoblado
Cielos elevados
100m2 habitables 

$1100 mensuales

Puede optar adicional por:
$100 parqueo para carro
$50 parqueo para moto
$25 bodega 

Servicios públicos corren por cuenta del inquilino.  No se aceptan mascotas

",2,564103.0,6,"Calle 46, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.940560377637174,-84.10038320347668",9.940560377637174,-84.10038320347668,8100m²,"Calentador de agua, nevera, tv, microondas, estufa, lavadora, secadora, calentador de agua","cerca de la escuela, seguridad 24 horas, jardín o parque, estacionamiento, aire acondicionado, desayunador, sala y comedor, Walk-in-closet",,,CRC,,,4.0,,,,,,,80.0,,,,,1.0,Sí,0.0,No,Si ,Alquiler Inmediato ,0.0,,,,,,
ALQUILER DE APARTAMENTO ,"SE ALQUILA APARTAMENTO POR AID ROHRMOSER  2 HABITACIONES.  Precio $675 +depósito 

2 habitaciones 
Cocina y sala 
1 parqueo 

Servicios por aparte 
Una mascota  
3 personas Max
",2,346154.0,4,"Diagonal 45, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.953912258808874,-84.1251763701439",9.953912258808874,-84.1251763701439,90m²,,"cerca de la escuela, jardín o parque, parque infantil, estacionamiento, desayunador, sala y comedor",,,CRC,,,,,,,,,,90.0,,1.0,3.0,,,,,,,,,,,,,,
LOCAL COMERCIAL MALL ,"ALQUILER DE LOCAL COMERCIAL 115m2  Local 28 Mall Zona Centro, cuarta planta, San José, Desamparados, San Rafael Abajo,
Ubicación estratégica en zona de alto tránsito de personas.
Local espacioso

",2,1282051.0,19,"Vía 214, San Rafael Abajo, 10311, San José, Costa Rica","https://www.google.com/maps?q=9.89537225,-84.08660070769338",9.89537225,-84.08660070769338,115m²,wifi,,Cantón de Desamparados,San Rafael Abajo,CRC,,,,,1.0,,,,,115.0,Mall ,,,,,,,,,,,,,,,,
ALQUILER DE LOCAL ,"Propiedad de dos plantas en alquiler para comercio u oficinas.

Uso de suelo comercial, zona de alta plusvalía y muy transitada.

- Ubicación: Rohrmoser, calle principal. 50 metros Oeste de Plaza Rohrmoser, o 100 metros Este de Embajada Americana.
- Área terreno: 360m2
- Área construcción: 352m2
- Aposentos y zonas: 8 oficinas/cuartos, 2 salones, 4 medios baños, 1 cocina, 1 garaje, 5 estacionamientos, 1 patio trasero con área verde.
- Seguridad: enrejado en toda la propiedad, alambre de navaja en perímetro, sistema de alarma en toda la casa, cortina de seguridad.
- Sistema de distribución de agua con respaldo (tanque de almacenamiento y bomba de presión).

- Alquiler mensual: CRC 1,500,000 + IVA (IVA variable según régimen fiscal que prefiera el arrendatario).",2,1500000.0,8,"Vía 104, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.938482703922176,-84.11592274904253",9.938482703922176,-84.11592274904253,360m²,Calentador de agua,"cerca de la escuela, parking de visitas, estacionamiento, sala y comedor",Cantón de San José,Pavas,CRC,,,,,8.0,,,,,360.0,Comercio Oficinas,,,,,,,,,,,,,,,,
HERMOSA PROPIEDAD ,"♦️SE VENDE HERMOSA PROPIEDAD  
📍EN SANTA ANA  CENTRO 
Mide  8454m2 
Uso de suelo Mixto 
 El precio de la propiedad es de $2.5 millones no negociables

",1,1282051282.0,8,"Avenida 3, 10901, San José, Costa Rica","https://www.google.com/maps?q=9.93434735,-84.18735900687345",9.93434735,-84.18735900687345,8454m²,Calentador de agua,"cerca de la escuela, piscina, parking de visitas, jardín o parque, parque infantil, estacionamiento",Cantón de Santa Ana,,CRC,,,,,,,,,,8454.0,,,,,,,,,,,,Uso de suelo Mixto ,,,,,
 VIVA EN PRECIOSA FINCA ,"SE VENDE HERMOSA PROPIEDAD EN SAN CARLOS 
VIVA EN ARMONIA CON LA NATURALEZA 
PRECIO 138millones de colones 
1490m2 

Primer Planta 
3 habitaciones,
 sala, cocina,

 Segunda Planta 

Cuenta con una hermosa terraza con vista de 360 grados, 
corredores amplios ,
 rancho de fiesta, con baño, piscina con bomba, 
zonas verdes con árboles frutales.
 La conexión eléctrica es subterránea para evitar daños por caídas de árboles.
",1,138000000.0,8,"San Carlos , 210, Alajuela, Costa Rica","https://www.google.com/maps?q=10.62017945,-84.42581794981697",10.62017945,-84.42581794981697,1490m²,,"cerca de la escuela, vista a las montañas, piscina, parking de visitas, jardín o parque, parque infantil, estacionamiento, sala y comedor, desayunador",Cantón de San Carlos,,CRC,,,,,,,,,,1490.0,,,,,,,,,,,,Recreacional vivienda,,,,,
OPORTUNIDAD DE HERMOSA PROPIEDAD,"SE VENDE OPORTUNIDAD Hermosa  propiedad en Esparza, 7mil mts, con 300mts de casa, árboles frutales, mucho espacio

Lote 6900M2 Servidumbre 200mts
Casa 300mts + Baños 3
Pozo de
agua
X Bodega 1
Precio
total
$228,000 Precio XM2 $33.04
Árboles 20+ Mango , Aguacate , Naranja , Cas, Nance,
Guanábana , Caimito, Pipas, Limón
RF

",1,116923077.0,8,"Esparza, Puntarenas, Costa Rica","https://www.google.com/maps?q=9.99604495,-84.62556364842699",9.99604495,-84.62556364842699,6900m²,,"cerca de la escuela, parking de visitas, jardín o parque, estacionamiento, sala y comedor, desayunador",Cantón de Esparza,,CRC,,,,,,,,,,6900.0,,,,,,,,,,,,Recidencia,,,,,
ESPECTACULAR CASA AMUEBLADA ,"Alquiler de Casa Moderna Amueblada en Santa Ana - $1,700/mes

Características principales:

3 habitaciones (dormitorio principal con aire acondicionado)

2 baños completos y 1 medio baño

Terraza con vistas a las montañas

Estacionamiento para 2 vehículos

Ubicación céntrica: Cerca de supermercados, restaurantes, gimnasios, parques infantiles y la feria del agricultor.

",2,871795.0,1,"Avenida 3, 10901, San José, Costa Rica","https://www.google.com/maps?q=9.93434735,-84.18735900687345",9.93434735,-84.18735900687345,110m²,"wifi, tv, nevera, microondas, estufa, Calentador de agua, lavadora, secadora","cerca de la escuela, vista a las montañas, parking de visitas, seguridad 24 horas, jardín o parque, estacionamiento, aire acondicionado, desayunador, sala y comedor, Walk-in-closet",Cantón de Santa Ana,,CRC,,,1.0,Sí,3.0,,,3.0,,110.0,,,,,,,,,,,,,,,,,
ALQUILER DE APARTAMENTO EN TORRE,"ALQUILER DE APARTAMENTO 
Núcleo Sabana | 2 habitaciones | 2 baños | 1 parqueo | amoblado | $1400

Hermoso y destacado apartamento con vista al sector verde de Núcleo, el cual no tiene ruido y es óptimo para teletrabajar y descansar. Está completamente amueblado y equipado.

Distribución de ensueño 
- 2 habitaciones con.pisos laminados
- 2 baños con calentador de agua de paso
- Elegante sala principal con balcón, espacio de oficina y comedor. 
- Moderna cocina abierta con sobres de cuarzo 
- Cuarto de pilas. 
- 1 parqueo 
- Abundante iluminación y ventilación 

Precio único: $1,400/mes. 
¡Ubicación premium en La Sabana! 
",2,717949.0,7,"Nucleo Sabana , 10103, San José, Costa Rica","https://www.google.com/maps?q=9.942862649999999,-84.09699849458426",9.942862649999999,-84.09699849458426,65m²,"wifi, tv, nevera, microondas, estufa, Calentador de agua, lavadora, secadora","vista a las montañas, piscina, parking de visitas, seguridad 24 horas, jardín o parque, gimnasio, estacionamiento, aire acondicionado, desayunador, sala y comedor, Walk-in-closet",Cantón de San José,,CRC,,,1.0,,,,,,,65.0,,,,,8.0,Sí,,Sí,Si,Ya ,1.0,,,,,,
VENTA DE HERMOSA CASA ,"VENTA DE CASA INDEPENDIENTE MODERNA, REMODELADA  EN SABANILLA SAN PEDRO DE MONTES DE OCA 
Bastante amplia 
Venta.  150  millones de colones 

Casa Esquinera rodeada de jardin 
Cochera para 2 carros 
Portón grande Eléctrico 
Cerca de seguridad eléctrica 
Sala comedor  de Concepto abierto 
Cocina 
Área de pilas 
Terraza con patio abierto 
Medio baño 

Segunda planta 
3 cuartos con 2 baños",1,135000000.0,1,"San pedro , 11501, San José, Costa Rica","https://www.google.com/maps?q=9.94231385,-84.04209557496057",9.94231385,-84.04209557496057,150m²,Calentador de agua,"jardín o parque, desayunador, sala y comedor",Cantón de Montes de Oca,,CRC,,,1.0,Sí,3.0,,,3.0,,150.0,,,,Sí,,,,,,,,,,,,,
"SE VENDE HERMOSA PROPIEDAD ECOTURISTICA CON APARTAMENTO STUDIO 
Y NACIENTE POZA","
🔵SE VENDE HERMOSA PROPIEDAD CON APARTA STUDIO Y UNA POZA  NACIENTE DE AGUA NATURAL 
 📍SAN LORENZO, VALLE AZUL  MIDE 3440m2 PRECIO $200MIL 🔵

Ideal para desarrollo de apartamentos  Familiares, retiro, Arbnb o proyecto ecoturístico.
cuenta con vegetación la entrada colinda con carretera principal 
Ubicación estratégica de Alta plus Valia en desarrollo cerca de atractivos turísticos como Pozo Valle azul,  Reserva Biológica Tirimbina.   cerca de Hotel Lands in love y a 45 minutos de distancia a la fortuna de San Carlos. 

Apartamento Studio area de construcción es de 45m2 
1 habitación, sala, Cocina y ban̈o 
Aire acondicionado 
 agua potable,  electricidad, internet 100mgb
Terraza con vista al atardecer y a la poza 
Poza con Naciente de agua natural la cual es un plus y de gran atractivo .


",1,101990000.0,10,"San Ramon , Valle Azul, 20214, Alajuela, Costa Rica","https://www.google.com/maps?q=10.333808559896601,-84.55309331417084",10.333808559896601,-84.55309331417084,3440m²,"wifi, tv, nevera, microondas, estufa, Calentador de agua, agua, electricidad","cerca de la escuela, piscina, jardín o parque, estacionamiento, aire acondicionado, desayunador, sala y comedor",Cantón de San Ramón,Valle Azul,CRC,,,,,,,,,,3440.0,,,,,,,,,,,,,Ecoturístico ,,,,
